MishearID,EnvID
coffee_break_parts_similar200901_001,MOJIKOKOSHI
coffee_break_parts_similar200901_002,MOJIKOKOSHI
coffee_break_parts_similar200901_003,MOJIKOKOSHI
coffee_break_parts_similar200901_004,MOJIKOKOSHI
coffee_break_parts_similar200901_005,MOJIKOKOSHI
coffee_break_parts_similar200901_006,MOJIKOKOSHI
coffee_break_parts_similar200901_007,MOJIKOKOSHI
coffee_break_parts_similar200901_008,MOJIKOKOSHI
coffee_break_parts_similar200901_009,MOJIKOKOSHI
coffee_break_parts_similar200901_010,MOJIKOKOSHI
