MishearID,TagID
kaigo_postseven_196023_001,NANCHOU
kaigo_postseven_196023_001,MISHEARING
kaigo_postseven_196023_001,KOUREISHA
kaigo_postseven_196023_001,HEARING_AID
kaigo_postseven_196023_001,COMMUNICATION
kaigo_postseven_196023_001,MEDICAL
kaigo_postseven_196023_001,KAIGO
kaigo_postseven_196023_001,JAPANESE_LANGUAGE
kaigo_postseven_196023_001,SHION
kaigo_postseven_196023_001,CHOURYOKU_KENSA
kaigo_postseven_196023_002,NANCHOU
kaigo_postseven_196023_002,MISHEARING
kaigo_postseven_196023_002,KOUREISHA
kaigo_postseven_196023_002,HEARING_AID
kaigo_postseven_196023_002,COMMUNICATION
kaigo_postseven_196023_002,MEDICAL
kaigo_postseven_196023_002,KAIGO
kaigo_postseven_196023_002,JAPANESE_LANGUAGE
kaigo_postseven_196023_002,SHION
kaigo_postseven_196023_002,CHOURYOKU_KENSA
kaigo_postseven_196023_003,NANCHOU
kaigo_postseven_196023_003,MISHEARING
kaigo_postseven_196023_003,KOUREISHA
kaigo_postseven_196023_003,HEARING_AID
kaigo_postseven_196023_003,COMMUNICATION
kaigo_postseven_196023_003,MEDICAL
kaigo_postseven_196023_003,KAIGO
kaigo_postseven_196023_003,JAPANESE_LANGUAGE
kaigo_postseven_196023_003,SHION
kaigo_postseven_196023_003,CHOURYOKU_KENSA
kaigo_postseven_196023_004,NANCHOU
kaigo_postseven_196023_004,MISHEARING
kaigo_postseven_196023_004,KOUREISHA
kaigo_postseven_196023_004,HEARING_AID
kaigo_postseven_196023_004,COMMUNICATION
kaigo_postseven_196023_004,MEDICAL
kaigo_postseven_196023_004,KAIGO
kaigo_postseven_196023_004,JAPANESE_LANGUAGE
kaigo_postseven_196023_004,SHION
kaigo_postseven_196023_004,CHOURYOKU_KENSA
