MishearID,TagID
ishikawa_nursenavi_041_001,MEDICAL
ishikawa_nursenavi_041_001,KAIGO
ishikawa_nursenavi_041_001,FUKUSHI
ishikawa_nursenavi_041_001,KIKIMACHIGAI
ishikawa_nursenavi_041_001,NAME
ishikawa_nursenavi_041_001,KOREISHA
ishikawa_nursenavi_041_001,NIHONGO
ishikawa_nursenavi_041_001,COMMUNICATION
ishikawa_nursenavi_041_002,MEDICAL
ishikawa_nursenavi_041_002,KAIGO
ishikawa_nursenavi_041_002,FUKUSHI
ishikawa_nursenavi_041_002,KIKIMACHIGAI
ishikawa_nursenavi_041_002,NAME
ishikawa_nursenavi_041_002,KOREISHA
ishikawa_nursenavi_041_002,NIHONGO
ishikawa_nursenavi_041_002,COMMUNICATION
