MishearID,EnvID
tvtokyo_1764513_001,TV_VIEWING
tvtokyo_1764513_001,HOME
tvtokyo_1764513_001,DAILY_CONVERSATION
tvtokyo_1764513_002,TV_VIEWING
tvtokyo_1764513_002,HOME
tvtokyo_1764513_002,DAILY_CONVERSATION
tvtokyo_1764513_003,TV_VIEWING
tvtokyo_1764513_003,HOME
tvtokyo_1764513_003,DAILY_CONVERSATION
tvtokyo_1764513_004,TV_VIEWING
tvtokyo_1764513_004,HOME
tvtokyo_1764513_004,DAILY_CONVERSATION
tvtokyo_1764513_005,TV_VIEWING
tvtokyo_1764513_005,HOME
tvtokyo_1764513_005,DAILY_CONVERSATION
tvtokyo_1764513_006,TV_VIEWING
tvtokyo_1764513_006,HOME
tvtokyo_1764513_006,DAILY_CONVERSATION
tvtokyo_1764513_007,TV_VIEWING
tvtokyo_1764513_007,HOME
tvtokyo_1764513_007,DAILY_CONVERSATION
tvtokyo_1764513_008,TV_VIEWING
tvtokyo_1764513_008,HOME
tvtokyo_1764513_008,DAILY_CONVERSATION
tvtokyo_1764513_009,TV_VIEWING
tvtokyo_1764513_009,HOME
tvtokyo_1764513_009,DAILY_CONVERSATION
tvtokyo_1764513_010,TV_VIEWING
tvtokyo_1764513_010,HOME
tvtokyo_1764513_010,DAILY_CONVERSATION
