MishearID,EnvID
calltips_listening_001,PHONE
calltips_listening_001,CALL_CENTER
calltips_listening_001,COMMUNICATION_ENVIRONMENT
calltips_listening_002,PHONE
calltips_listening_002,CALL_CENTER
calltips_listening_002,COMMUNICATION_ENVIRONMENT
calltips_listening_003,PHONE
calltips_listening_003,CALL_CENTER
calltips_listening_003,COMMUNICATION_ENVIRONMENT
calltips_listening_004,PHONE
calltips_listening_004,CALL_CENTER
calltips_listening_004,COMMUNICATION_ENVIRONMENT
calltips_listening_005,PHONE
calltips_listening_005,CALL_CENTER
calltips_listening_005,COMMUNICATION_ENVIRONMENT
calltips_listening_006,PHONE
calltips_listening_006,CALL_CENTER
calltips_listening_006,COMMUNICATION_ENVIRONMENT
calltips_listening_007,PHONE
calltips_listening_007,CALL_CENTER
calltips_listening_007,COMMUNICATION_ENVIRONMENT
