MishearID,EnvID
udiscover_misquoted_001,MUSIC_LISTENING
udiscover_misquoted_001,DAILY_LIFE
udiscover_misquoted_002,MUSIC_LISTENING
udiscover_misquoted_002,DAILY_LIFE
udiscover_misquoted_003,MUSIC_LISTENING
udiscover_misquoted_003,DAILY_LIFE
udiscover_misquoted_004,MUSIC_LISTENING
udiscover_misquoted_004,DAILY_LIFE
udiscover_misquoted_005,MUSIC_LISTENING
udiscover_misquoted_005,DAILY_LIFE
udiscover_misquoted_006,MUSIC_LISTENING
udiscover_misquoted_006,DAILY_LIFE
udiscover_misquoted_007,MUSIC_LISTENING
udiscover_misquoted_007,DAILY_LIFE
udiscover_misquoted_008,MUSIC_LISTENING
udiscover_misquoted_008,DAILY_LIFE
udiscover_misquoted_009,MUSIC_LISTENING
udiscover_misquoted_009,DAILY_LIFE
udiscover_misquoted_010,MUSIC_LISTENING
udiscover_misquoted_010,DAILY_LIFE
udiscover_misquoted_011,MUSIC_LISTENING
udiscover_misquoted_011,DAILY_LIFE
udiscover_misquoted_012,MUSIC_LISTENING
udiscover_misquoted_012,DAILY_LIFE
udiscover_misquoted_013,MUSIC_LISTENING
udiscover_misquoted_013,DAILY_LIFE
udiscover_misquoted_014,MUSIC_LISTENING
udiscover_misquoted_014,DAILY_LIFE
udiscover_misquoted_015,MUSIC_LISTENING
udiscover_misquoted_015,DAILY_LIFE
