MishearID,EnvID
optnakamura_20210304_001,STORE
optnakamura_20210304_001,HEARING_TEST_ENVIRONMENT
optnakamura_20210304_001,DAILY_LIFE
optnakamura_20210304_002,STORE
optnakamura_20210304_002,HEARING_TEST_ENVIRONMENT
optnakamura_20210304_002,DAILY_LIFE
optnakamura_20210304_003,STORE
optnakamura_20210304_003,HEARING_TEST_ENVIRONMENT
optnakamura_20210304_003,DAILY_LIFE
optnakamura_20210304_004,STORE
optnakamura_20210304_004,HEARING_TEST_ENVIRONMENT
optnakamura_20210304_004,DAILY_LIFE
optnakamura_20210304_005,STORE
optnakamura_20210304_005,HEARING_TEST_ENVIRONMENT
optnakamura_20210304_005,DAILY_LIFE
optnakamura_20210304_006,STORE
optnakamura_20210304_006,HEARING_TEST_ENVIRONMENT
optnakamura_20210304_006,DAILY_LIFE
optnakamura_20210304_007,STORE
optnakamura_20210304_007,HEARING_TEST_ENVIRONMENT
optnakamura_20210304_007,DAILY_LIFE
optnakamura_20210304_008,STORE
optnakamura_20210304_008,HEARING_TEST_ENVIRONMENT
optnakamura_20210304_008,DAILY_LIFE
