MishearID,Src,Tgt,Tips,Note,OriginalFlag,DocID,URL,SpeakerID,ListenerID,Language,Tags,Envs
medica_sanuchan_vol11_001,塩酸メトクロプラミド,塩酸メトトレキサート,薬剤名の類似に注意,オペ室での口頭指示で薬剤名を聞き間違えやすい。,True,medica_sanuchan_vol11,https://www.medica.co.jp/topcontents/pdf/sanuchan/vol11.pdf,NA,NA,日本語,"['医療', '看護', '薬剤', '聞き間違い', 'ヒューマンエラー', '安全管理']","['病院', 'オペ室', 'ナースステーション', '口頭指示', '雑音', 'マスク越し', 'インカム']"
medica_sanuchan_vol11_002,アドレナリン,アトロピン,薬剤名の類似に注意,緊急時の指示で聞き間違いが発生しやすい。,True,medica_sanuchan_vol11,https://www.medica.co.jp/topcontents/pdf/sanuchan/vol11.pdf,NA,NA,日本語,"['医療', '看護', '薬剤', '聞き間違い', 'ヒューマンエラー', '安全管理']","['病院', 'オペ室', 'ナースステーション', '口頭指示', '雑音', 'マスク越し', 'インカム']"
medica_sanuchan_vol11_003,リドカイン,リスデキサンフェタミン,薬剤名の類似に注意,発音が似ているため、投薬ミスのリスクがある。,True,medica_sanuchan_vol11,https://www.medica.co.jp/topcontents/pdf/sanuchan/vol11.pdf,NA,NA,日本語,"['医療', '看護', '薬剤', '聞き間違い', 'ヒューマンエラー', '安全管理']","['病院', 'オペ室', 'ナースステーション', '口頭指示', '雑音', 'マスク越し', 'インカム']"
medica_sanuchan_vol11_004,ヘパリン,ヘパリンナトリウム,薬剤名の類似に注意,成分名の違いによる聞き間違い。,True,medica_sanuchan_vol11,https://www.medica.co.jp/topcontents/pdf/sanuchan/vol11.pdf,NA,NA,日本語,"['医療', '看護', '薬剤', '聞き間違い', 'ヒューマンエラー', '安全管理']","['病院', 'オペ室', 'ナースステーション', '口頭指示', '雑音', 'マスク越し', 'インカム']"
medica_sanuchan_vol11_005,ソセゴン,セデーション,薬剤名の類似に注意,鎮静薬の指示で混同しやすい。,True,medica_sanuchan_vol11,https://www.medica.co.jp/topcontents/pdf/sanuchan/vol11.pdf,NA,NA,日本語,"['医療', '看護', '薬剤', '聞き間違い', 'ヒューマンエラー', '安全管理']","['病院', 'オペ室', 'ナースステーション', '口頭指示', '雑音', 'マスク越し', 'インカム']"
medica_sanuchan_vol11_006,ペンタジン,ペンタゾシン,薬剤名の類似に注意,発音が似ているため、投薬ミスのリスクがある。,True,medica_sanuchan_vol11,https://www.medica.co.jp/topcontents/pdf/sanuchan/vol11.pdf,NA,NA,日本語,"['医療', '看護', '薬剤', '聞き間違い', 'ヒューマンエラー', '安全管理']","['病院', 'オペ室', 'ナースステーション', '口頭指示', '雑音', 'マスク越し', 'インカム']"
medica_sanuchan_vol11_007,ミダゾラム,ミダゾリン,薬剤名の類似に注意,発音が似ているため、投薬ミスのリスクがある。,True,medica_sanuchan_vol11,https://www.medica.co.jp/topcontents/pdf/sanuchan/vol11.pdf,NA,NA,日本語,"['医療', '看護', '薬剤', '聞き間違い', 'ヒューマンエラー', '安全管理']","['病院', 'オペ室', 'ナースステーション', '口頭指示', '雑音', 'マスク越し', 'インカム']"
medica_sanuchan_vol11_008,プロポフォール,プロカイン,薬剤名の類似に注意,発音が似ているため、投薬ミスのリスクがある。,True,medica_sanuchan_vol11,https://www.medica.co.jp/topcontents/pdf/sanuchan/vol11.pdf,NA,NA,日本語,"['医療', '看護', '薬剤', '聞き間違い', 'ヒューマンエラー', '安全管理']","['病院', 'オペ室', 'ナースステーション', '口頭指示', '雑音', 'マスク越し', 'インカム']"
medica_sanuchan_vol11_009,フェンタニル,ペンタジン,薬剤名の類似に注意,発音が似ているため、投薬ミスのリスクがある。,True,medica_sanuchan_vol11,https://www.medica.co.jp/topcontents/pdf/sanuchan/vol11.pdf,NA,NA,日本語,"['医療', '看護', '薬剤', '聞き間違い', 'ヒューマンエラー', '安全管理']","['病院', 'オペ室', 'ナースステーション', '口頭指示', '雑音', 'マスク越し', 'インカム']"
medica_sanuchan_vol11_010,ノルアドレナリン,アドレナリン,薬剤名の類似に注意,緊急時の指示で聞き間違いが発生しやすい。,True,medica_sanuchan_vol11,https://www.medica.co.jp/topcontents/pdf/sanuchan/vol11.pdf,NA,NA,日本語,"['医療', '看護', '薬剤', '聞き間違い', 'ヒューマンエラー', '安全管理']","['病院', 'オペ室', 'ナースステーション', '口頭指示', '雑音', 'マスク越し', 'インカム']"
