MishearID,EnvID
threads_misuzutaga_C5FlgEDPRSz_001,BEAUTY_SALON
threads_misuzutaga_C5FlgEDPRSz_001,PHONE
threads_misuzutaga_C5FlgEDPRSz_001,STORE_RECEPTION
threads_misuzutaga_C5FlgEDPRSz_002,BEAUTY_SALON
threads_misuzutaga_C5FlgEDPRSz_002,PHONE
threads_misuzutaga_C5FlgEDPRSz_002,STORE_RECEPTION
threads_misuzutaga_C5FlgEDPRSz_003,BEAUTY_SALON
threads_misuzutaga_C5FlgEDPRSz_003,PHONE
threads_misuzutaga_C5FlgEDPRSz_003,STORE_RECEPTION
threads_misuzutaga_C5FlgEDPRSz_004,BEAUTY_SALON
threads_misuzutaga_C5FlgEDPRSz_004,PHONE
threads_misuzutaga_C5FlgEDPRSz_004,STORE_RECEPTION
