MishearID,EnvID
sakamotojidousha_7952_001,TAXI_CAR
sakamotojidousha_7952_001,PHONE
sakamotojidousha_7952_001,URBAN_AREA
sakamotojidousha_7952_001,NOISE
sakamotojidousha_7952_002,TAXI_CAR
sakamotojidousha_7952_002,PHONE
sakamotojidousha_7952_002,URBAN_AREA
sakamotojidousha_7952_002,NOISE
sakamotojidousha_7952_003,TAXI_CAR
sakamotojidousha_7952_003,PHONE
sakamotojidousha_7952_003,URBAN_AREA
sakamotojidousha_7952_003,NOISE
sakamotojidousha_7952_004,TAXI_CAR
sakamotojidousha_7952_004,PHONE
sakamotojidousha_7952_004,URBAN_AREA
sakamotojidousha_7952_004,NOISE
sakamotojidousha_7952_005,TAXI_CAR
sakamotojidousha_7952_005,PHONE
sakamotojidousha_7952_005,URBAN_AREA
sakamotojidousha_7952_005,NOISE
sakamotojidousha_7952_006,TAXI_CAR
sakamotojidousha_7952_006,PHONE
sakamotojidousha_7952_006,URBAN_AREA
sakamotojidousha_7952_006,NOISE
sakamotojidousha_7952_007,TAXI_CAR
sakamotojidousha_7952_007,PHONE
sakamotojidousha_7952_007,URBAN_AREA
sakamotojidousha_7952_007,NOISE
sakamotojidousha_7952_008,TAXI_CAR
sakamotojidousha_7952_008,PHONE
sakamotojidousha_7952_008,URBAN_AREA
sakamotojidousha_7952_008,NOISE
sakamotojidousha_7952_009,TAXI_CAR
sakamotojidousha_7952_009,PHONE
sakamotojidousha_7952_009,URBAN_AREA
sakamotojidousha_7952_009,NOISE
sakamotojidousha_7952_010,TAXI_CAR
sakamotojidousha_7952_010,PHONE
sakamotojidousha_7952_010,URBAN_AREA
sakamotojidousha_7952_010,NOISE
sakamotojidousha_7952_011,TAXI_CAR
sakamotojidousha_7952_011,PHONE
sakamotojidousha_7952_011,URBAN_AREA
sakamotojidousha_7952_011,NOISE
sakamotojidousha_7952_012,TAXI_CAR
sakamotojidousha_7952_012,PHONE
sakamotojidousha_7952_012,URBAN_AREA
sakamotojidousha_7952_012,NOISE
sakamotojidousha_7952_013,TAXI_CAR
sakamotojidousha_7952_013,PHONE
sakamotojidousha_7952_013,URBAN_AREA
sakamotojidousha_7952_013,NOISE
sakamotojidousha_7952_014,TAXI_CAR
sakamotojidousha_7952_014,PHONE
sakamotojidousha_7952_014,URBAN_AREA
sakamotojidousha_7952_014,NOISE
sakamotojidousha_7952_015,TAXI_CAR
sakamotojidousha_7952_015,PHONE
sakamotojidousha_7952_015,URBAN_AREA
sakamotojidousha_7952_015,NOISE
sakamotojidousha_7952_016,TAXI_CAR
sakamotojidousha_7952_016,PHONE
sakamotojidousha_7952_016,URBAN_AREA
sakamotojidousha_7952_016,NOISE
sakamotojidousha_7952_017,TAXI_CAR
sakamotojidousha_7952_017,PHONE
sakamotojidousha_7952_017,URBAN_AREA
sakamotojidousha_7952_017,NOISE
sakamotojidousha_7952_018,TAXI_CAR
sakamotojidousha_7952_018,PHONE
sakamotojidousha_7952_018,URBAN_AREA
sakamotojidousha_7952_018,NOISE
sakamotojidousha_7952_019,TAXI_CAR
sakamotojidousha_7952_019,PHONE
sakamotojidousha_7952_019,URBAN_AREA
sakamotojidousha_7952_019,NOISE
sakamotojidousha_7952_020,TAXI_CAR
sakamotojidousha_7952_020,PHONE
sakamotojidousha_7952_020,URBAN_AREA
sakamotojidousha_7952_020,NOISE
sakamotojidousha_7952_021,TAXI_CAR
sakamotojidousha_7952_021,PHONE
sakamotojidousha_7952_021,URBAN_AREA
sakamotojidousha_7952_021,NOISE
sakamotojidousha_7952_022,TAXI_CAR
sakamotojidousha_7952_022,PHONE
sakamotojidousha_7952_022,URBAN_AREA
sakamotojidousha_7952_022,NOISE
sakamotojidousha_7952_023,TAXI_CAR
sakamotojidousha_7952_023,PHONE
sakamotojidousha_7952_023,URBAN_AREA
sakamotojidousha_7952_023,NOISE
sakamotojidousha_7952_024,TAXI_CAR
sakamotojidousha_7952_024,PHONE
sakamotojidousha_7952_024,URBAN_AREA
sakamotojidousha_7952_024,NOISE
sakamotojidousha_7952_025,TAXI_CAR
sakamotojidousha_7952_025,PHONE
sakamotojidousha_7952_025,URBAN_AREA
sakamotojidousha_7952_025,NOISE
sakamotojidousha_7952_026,TAXI_CAR
sakamotojidousha_7952_026,PHONE
sakamotojidousha_7952_026,URBAN_AREA
sakamotojidousha_7952_026,NOISE
