MishearID,EnvID
komachi367676_001,STORE
komachi367676_001,OVERSEAS_TRAVEL
komachi367676_002,TAXI
komachi367676_002,OVERSEAS_TRAVEL
komachi367676_003,STORE
komachi367676_003,OVERSEAS_TRAVEL
komachi367676_004,WORKPLACE
komachi367676_004,OVERSEAS_TRAVEL
komachi367676_005,RESTAURANT
komachi367676_005,OVERSEAS_TRAVEL
komachi367676_006,RESTAURANT
komachi367676_006,OVERSEAS_TRAVEL
komachi367676_007,TAXI
komachi367676_007,OVERSEAS_TRAVEL
komachi367676_008,STORE
komachi367676_008,OVERSEAS_TRAVEL
komachi367676_009,STORE
komachi367676_009,OVERSEAS_TRAVEL
komachi367676_010,HOME
komachi367676_010,OVERSEAS_TRAVEL
komachi367676_011,WORKPLACE
komachi367676_011,OVERSEAS_TRAVEL
komachi367676_012,HOME
komachi367676_012,OVERSEAS_TRAVEL
komachi367676_013,HOME
komachi367676_013,OVERSEAS_TRAVEL
komachi367676_014,HOME
komachi367676_014,OVERSEAS_TRAVEL
komachi367676_018,RESTAURANT
komachi367676_018,OVERSEAS_TRAVEL
komachi367676_019,RESTAURANT
komachi367676_019,OVERSEAS_TRAVEL
komachi367676_020,RESTAURANT
komachi367676_020,OVERSEAS_TRAVEL
komachi367676_021,STORE
komachi367676_021,OVERSEAS_TRAVEL
komachi367676_022,WORKPLACE
komachi367676_022,OVERSEAS_TRAVEL
komachi367676_025,INSIDE_CAR
komachi367676_027,STORE
komachi367676_027,OVERSEAS_TRAVEL
komachi367676_028,HOME
komachi367676_029,HOME
komachi367676_030,RESTAURANT
komachi367676_030,OVERSEAS_TRAVEL
