MishearID,EnvID
komachi816730_001,HOME
komachi816730_001,SCHOOL
komachi816730_002,HOME
komachi816730_002,TELEVISION
komachi816730_003,RESTAURANT
komachi816730_004,WORKPLACE
komachi816730_005,WORKPLACE
komachi816730_006,HOME
komachi816730_007,HOME
komachi816730_007,TELEVISION
komachi816730_008,HOME
komachi816730_008,SCHOOL
komachi816730_009,HOME
komachi816730_009,SCHOOL
komachi816730_010,HOME
komachi816730_010,TELEVISION
komachi816730_011,HOME
komachi816730_012,HOME
komachi816730_013,HOME
komachi816730_014,HOME
komachi816730_015,HOME
komachi816730_016,HOME
komachi816730_017,WORKPLACE
komachi816730_018,WORKPLACE
komachi816730_019,HOME
komachi816730_020,HOME
komachi816730_021,TRAIN
komachi816730_022,SCHOOL
komachi816730_023,HOME
komachi816730_023,TELEVISION
komachi816730_024,SCHOOL
komachi816730_025,RESTAURANT
komachi816730_026,HOME
komachi816730_027,HOME
komachi816730_027,TELEVISION
komachi816730_028,CAR
komachi816730_029,HOME
komachi816730_029,TELEVISION
komachi816730_030,HOME
komachi816730_031,HOME
komachi816730_031,TELEVISION
komachi816730_032,HOME
komachi816730_032,INTERNET
komachi816730_033,HOME
komachi816730_034,KARAOKE
komachi816730_035,WORKPLACE
komachi816730_036,HOME
komachi816730_036,CAR
komachi816730_037,SCHOOL
komachi816730_038,HOME
komachi816730_038,TELEVISION
komachi816730_039,HOME
komachi816730_039,TELEVISION
komachi816730_040,HOME
komachi816730_041,THEATER
komachi816730_042,DIALOGUE
komachi816730_043,HOME
komachi816730_044,HOME
komachi816730_044,TELEVISION
komachi816730_045,HOME
komachi816730_045,TELEVISION
komachi816730_046,HOME
komachi816730_047,HOME
komachi816730_047,TELEVISION
komachi816730_048,HOME
komachi816730_048,TELEVISION
komachi816730_049,WORKPLACE
komachi816730_050,SCHOOL
komachi816730_051,HOME
komachi816730_051,TELEVISION
komachi816730_052,HOME
komachi816730_053,WORKPLACE
komachi816730_054,WORKPLACE
