MishearID,TagID
myecom_de_mishear_001,LANGUAGE_LEARNING
myecom_de_mishear_001,MISHEARING
myecom_de_mishear_001,JAPANESE_LANGUAGE
myecom_de_mishear_001,GERMAN
myecom_de_mishear_001,NON_NATIVE_SPEAKER
myecom_de_mishear_001,INTERCULTURAL_COMMUNICATION
myecom_de_mishear_001,MISUNDERSTANDING
myecom_de_mishear_001,PRONUNCIATION
myecom_de_mishear_002,LANGUAGE_LEARNING
myecom_de_mishear_002,MISHEARING
myecom_de_mishear_002,JAPANESE_LANGUAGE
myecom_de_mishear_002,GERMAN
myecom_de_mishear_002,NON_NATIVE_SPEAKER
myecom_de_mishear_002,INTERCULTURAL_COMMUNICATION
myecom_de_mishear_002,MISUNDERSTANDING
myecom_de_mishear_002,PRONUNCIATION
myecom_de_mishear_003,LANGUAGE_LEARNING
myecom_de_mishear_003,MISHEARING
myecom_de_mishear_003,JAPANESE_LANGUAGE
myecom_de_mishear_003,GERMAN
myecom_de_mishear_003,NON_NATIVE_SPEAKER
myecom_de_mishear_003,INTERCULTURAL_COMMUNICATION
myecom_de_mishear_003,MISUNDERSTANDING
myecom_de_mishear_003,PRONUNCIATION
myecom_de_mishear_004,LANGUAGE_LEARNING
myecom_de_mishear_004,MISHEARING
myecom_de_mishear_004,JAPANESE_LANGUAGE
myecom_de_mishear_004,GERMAN
myecom_de_mishear_004,NON_NATIVE_SPEAKER
myecom_de_mishear_004,INTERCULTURAL_COMMUNICATION
myecom_de_mishear_004,MISUNDERSTANDING
myecom_de_mishear_004,PRONUNCIATION
