MishearID,TagID
okwave_q9386432_001,CUSTOMER_SERVICE
okwave_q9386432_001,RESTAURANT
okwave_q9386432_001,NUMBER
okwave_q9386432_001,MISHEARING
okwave_q9386432_001,ARTICULATION
okwave_q9386432_001,DAILY_LIFE
okwave_q9386432_002,CUSTOMER_SERVICE
okwave_q9386432_002,RESTAURANT
okwave_q9386432_002,NUMBER
okwave_q9386432_002,MISHEARING
okwave_q9386432_002,ARTICULATION
okwave_q9386432_002,DAILY_LIFE
okwave_q9386432_003,NUMBER
okwave_q9386432_003,MISHEARING
okwave_q9386432_003,DAILY_LIFE
okwave_q9386432_004,CONVENIENCE_STORE
okwave_q9386432_004,NUMBER
okwave_q9386432_004,MISHEARING
okwave_q9386432_004,DAILY_LIFE
okwave_q9386432_005,CONVENIENCE_STORE
okwave_q9386432_005,NUMBER
okwave_q9386432_005,MISHEARING
okwave_q9386432_005,DAILY_LIFE
