MishearID,TagID
kokuyo_dic_kakuninkaiwa_001,BUSINESS
kokuyo_dic_kakuninkaiwa_001,COMMUNICATION
kokuyo_dic_kakuninkaiwa_001,ALPHABET
kokuyo_dic_kakuninkaiwa_001,MISHEARING
kokuyo_dic_kakuninkaiwa_001,WORKPLACE
kokuyo_dic_kakuninkaiwa_001,SAFETY
kokuyo_dic_kakuninkaiwa_001,HUMAN_ERROR
kokuyo_dic_kakuninkaiwa_002,BUSINESS
kokuyo_dic_kakuninkaiwa_002,COMMUNICATION
kokuyo_dic_kakuninkaiwa_002,ALPHABET
kokuyo_dic_kakuninkaiwa_002,MISHEARING
kokuyo_dic_kakuninkaiwa_002,WORKPLACE
kokuyo_dic_kakuninkaiwa_002,SAFETY
kokuyo_dic_kakuninkaiwa_002,HUMAN_ERROR
kokuyo_dic_kakuninkaiwa_003,BUSINESS
kokuyo_dic_kakuninkaiwa_003,COMMUNICATION
kokuyo_dic_kakuninkaiwa_003,NUMBER
kokuyo_dic_kakuninkaiwa_003,MISHEARING
kokuyo_dic_kakuninkaiwa_003,WORKPLACE
kokuyo_dic_kakuninkaiwa_003,SAFETY
kokuyo_dic_kakuninkaiwa_003,HUMAN_ERROR
