MishearID,TagID
shibuyaoffice_20190807_01,DENWA_OUTAI
shibuyaoffice_20190807_01,CALL_CENTER
shibuyaoffice_20190807_01,MISHEARING
shibuyaoffice_20190807_01,NUMBER
shibuyaoffice_20190807_01,FUKUSYOU
shibuyaoffice_20190807_01,BUSINESS
shibuyaoffice_20190807_01,DENWA_DAIKOU
shibuyaoffice_20190807_02,DENWA_OUTAI
shibuyaoffice_20190807_02,CALL_CENTER
shibuyaoffice_20190807_02,MISHEARING
shibuyaoffice_20190807_02,ALPHABET
shibuyaoffice_20190807_02,FUKUSYOU
shibuyaoffice_20190807_02,BUSINESS
shibuyaoffice_20190807_02,DENWA_DAIKOU
