MishearID,TagID
grape_1796026_001,MISHEARING
grape_1796026_001,CUSTOMER_SERVICE
grape_1796026_001,SUPERMARKET
grape_1796026_001,CONVENIENCE_STORE
grape_1796026_001,PRODUCT_GUIDANCE
grape_1796026_001,JAPANESE_LANGUAGE
grape_1796026_001,DAILY_LIFE
grape_1796026_003,MISHEARING
grape_1796026_003,CUSTOMER_SERVICE
grape_1796026_003,SUPERMARKET
grape_1796026_003,CONVENIENCE_STORE
grape_1796026_003,PRODUCT_GUIDANCE
grape_1796026_003,JAPANESE_LANGUAGE
grape_1796026_003,DAILY_LIFE
grape_1796026_004,MISHEARING
grape_1796026_004,CUSTOMER_SERVICE
grape_1796026_004,SUPERMARKET
grape_1796026_004,CONVENIENCE_STORE
grape_1796026_004,PRODUCT_GUIDANCE
grape_1796026_004,JAPANESE_LANGUAGE
grape_1796026_004,DAILY_LIFE
grape_1796026_005,MISHEARING
grape_1796026_005,CUSTOMER_SERVICE
grape_1796026_005,SUPERMARKET
grape_1796026_005,CONVENIENCE_STORE
grape_1796026_005,PRODUCT_GUIDANCE
grape_1796026_005,JAPANESE_LANGUAGE
grape_1796026_005,HOMOPHONE
grape_1796026_005,DAILY_LIFE
grape_1796026_006,MISHEARING
grape_1796026_006,CUSTOMER_SERVICE
grape_1796026_006,SUPERMARKET
grape_1796026_006,CONVENIENCE_STORE
grape_1796026_006,PRODUCT_GUIDANCE
grape_1796026_006,JAPANESE_LANGUAGE
grape_1796026_006,DAILY_LIFE
grape_1796026_007,MISHEARING
grape_1796026_007,CUSTOMER_SERVICE
grape_1796026_007,SUPERMARKET
grape_1796026_007,CONVENIENCE_STORE
grape_1796026_007,PRODUCT_GUIDANCE
grape_1796026_007,JAPANESE_LANGUAGE
grape_1796026_007,DAILY_LIFE
grape_1796026_008,MISHEARING
grape_1796026_008,CUSTOMER_SERVICE
grape_1796026_008,SUPERMARKET
grape_1796026_008,CONVENIENCE_STORE
grape_1796026_008,PRODUCT_GUIDANCE
grape_1796026_008,JAPANESE_LANGUAGE
grape_1796026_008,DAILY_LIFE
grape_1796026_009,MISHEARING
grape_1796026_009,CUSTOMER_SERVICE
grape_1796026_009,SUPERMARKET
grape_1796026_009,CONVENIENCE_STORE
grape_1796026_009,PRODUCT_GUIDANCE
grape_1796026_009,JAPANESE_LANGUAGE
grape_1796026_009,HOMOPHONE
grape_1796026_009,DAILY_LIFE
