MishearID,TagID
yoden_shinobu_15118_001,HEARING
yoden_shinobu_15118_001,HEARING_AID
yoden_shinobu_15118_001,MISHEARING
yoden_shinobu_15118_001,COMMUNICATION
yoden_shinobu_15118_001,ELDERLY
yoden_shinobu_15118_001,DAILY_LIFE
yoden_shinobu_15118_001,AGING
yoden_shinobu_15118_001,HEALTH
yoden_shinobu_15118_002,HEARING
yoden_shinobu_15118_002,HEARING_AID
yoden_shinobu_15118_002,MISHEARING
yoden_shinobu_15118_002,COMMUNICATION
yoden_shinobu_15118_002,ELDERLY
yoden_shinobu_15118_002,DAILY_LIFE
yoden_shinobu_15118_002,AGING
yoden_shinobu_15118_002,HEALTH
yoden_shinobu_15118_003,HEARING
yoden_shinobu_15118_003,HEARING_AID
yoden_shinobu_15118_003,MISHEARING
yoden_shinobu_15118_003,COMMUNICATION
yoden_shinobu_15118_003,ELDERLY
yoden_shinobu_15118_003,DAILY_LIFE
yoden_shinobu_15118_003,AGING
yoden_shinobu_15118_003,HEALTH
yoden_shinobu_15118_004,HEARING
yoden_shinobu_15118_004,HEARING_AID
yoden_shinobu_15118_004,MISHEARING
yoden_shinobu_15118_004,COMMUNICATION
yoden_shinobu_15118_004,ELDERLY
yoden_shinobu_15118_004,DAILY_LIFE
yoden_shinobu_15118_004,AGING
yoden_shinobu_15118_004,HEALTH
yoden_shinobu_15118_005,HEARING
yoden_shinobu_15118_005,HEARING_AID
yoden_shinobu_15118_005,MISHEARING
yoden_shinobu_15118_005,COMMUNICATION
yoden_shinobu_15118_005,ELDERLY
yoden_shinobu_15118_005,DAILY_LIFE
yoden_shinobu_15118_005,AGING
yoden_shinobu_15118_005,HEALTH
