MishearID,TagID
mamiccho_na1db07418d30_001,ENGLISH_LEARNING
mamiccho_na1db07418d30_001,AI
mamiccho_na1db07418d30_001,PRONUNCIATION
mamiccho_na1db07418d30_001,MISHEARING
mamiccho_na1db07418d30_001,NON_NATIVE_SPEAKER
mamiccho_na1db07418d30_001,CONVERSATION_APP
mamiccho_na1db07418d30_001,ENGLISH_CONVERSATION
mamiccho_na1db07418d30_002,ENGLISH_LEARNING
mamiccho_na1db07418d30_002,AI
mamiccho_na1db07418d30_002,PRONUNCIATION
mamiccho_na1db07418d30_002,MISHEARING
mamiccho_na1db07418d30_002,NON_NATIVE_SPEAKER
mamiccho_na1db07418d30_002,CONVERSATION_APP
mamiccho_na1db07418d30_002,ENGLISH_CONVERSATION
